# IRLM quench (site 0 full, site 1 empty, bath Fermi sea), method=chain
# L=200 U=0.2 V=0.1 dt=0.1 tmax=100 cutoff=1e-10 max_bond_dim=1024
# t  n_active  bond_dim  wall_s  n0  n1
43.4 200 252 15.572297 0.475871681649 0.506112458542
43.5 200 252 15.684705 0.475816945851 0.506098590672
43.6 200 253 15.678396 0.475764072769 0.506085107278
43.7 200 254 15.772498 0.475713038711 0.506071898646
43.8 200 254 15.823884 0.475663821137 0.506058845805
43.9 200 255 15.833417 0.475616406293 0.506045823084
44 200 256 15.883216 0.475570765787 0.506032705156
44.1 200 256 15.993246 0.475526877266 0.506019367922
44.2 200 257 16.147578 0.475484724799 0.506005692268
44.3 200 258 16.290905 0.475444295989 0.50599156777
44.4 200 258 16.403445 0.475405568594 0.505976898032
44.5 200 259 16.48878 0.475368526621 0.505961600792
44.6 200 259 16.565326 0.475333159349 0.505945610257
44.7 200 260 16.668631 0.475299447205 0.505928880643
44.8 200 260 16.750172 0.475267381508 0.505911384066
44.9 200 261 16.758669 0.475236943457 0.505893113894
45 200 261 16.798259 0.475208119362 0.505874081796
45.1 200 262 16.998743 0.475180896438 0.505854317238
45.2 200 262 17.060598 0.47515526236 0.505833865755
45.3 200 263 17.124012 0.475131205334 0.505812786637
45.4 200 264 17.192712 0.475108710172 0.505791150752
45.5 200 264 17.10172 0.475087768587 0.505769036143
45.6 200 265 17.342161 0.475068374429 0.505746525356
45.7 200 265 17.41674 0.475050511917 0.50572370411
45.8 200 266 17.471634 0.475034170232 0.505700655813
45.9 200 266 17.562985 0.475019338781 0.505677459312
46 200 267 17.712704 0.475006015262 0.505654185044
46.1 200 267 17.720503 0.474994180911 0.505630896259
46.2 200 268 17.752325 0.474983825208 0.505607643691
46.3 200 268 17.741532 0.474974937697 0.505584465428
46.4 200 269 17.862683 0.474967504879 0.50556138662
46.5 200 269 18.062007 0.474961519051 0.505538418177
46.6 200 270 18.211696 0.474956969438 0.505515558419
46.7 200 270 18.311351 0.474953849698 0.505492792978
46.8 200 270 18.310477 0.474952143562 0.505470098548
46.9 200 271 18.339008 0.474951839158 0.505447442573
47 200 271 18.464229 0.474952924177 0.505424786274
47.1 200 272 18.48328 0.474955383295 0.50540208749
47.2 200 273 18.490417 0.474959205723 0.50537930231
47.3 200 273 18.732487 0.474964382637 0.505356387944
47.4 200 274 18.779201 0.474970895033 0.505333307207
47.5 200 274 18.937297 0.47497872494 0.505310029099
47.6 200 275 18.984079 0.47498785954 0.505286530363
47.7 200 276 19.08445 0.474998286839 0.505262797626
47.8 200 276 19.095077 0.475009985592 0.505238830428
47.9 200 276 19.266835 0.475022938211 0.505214639667
48 200 277 19.400403 0.475037126841 0.5051902486
48.1 200 277 19.469586 0.475052529705 0.505165692976
48.2 200 277 19.561986 0.475069130944 0.50514101881
48.3 200 278 19.736306 0.475086911347 0.505116282342
48.4 200 278 19.820055 0.475105855776 0.505091547174
48.5 200 279 19.8712 0.475125939503 0.505066884238
48.6 200 279 19.971033 0.475147139439 0.505042367627
48.7 200 280 19.978714 0.475169438337 0.5050180715
48.8 200 280 20.00163 0.475192829954 0.504994066582
48.9 200 281 20.233327 0.475217289099 0.504970421963
49 200 281 20.311823 0.47524278762 0.504947200156
49.1 200 281 20.398881 0.475269306105 0.504924453159
49.2 200 282 20.541811 0.475296825313 0.5049022217
49.3 200 282 20.567855 0.475325326493 0.50488053358
49.4 200 283 20.72813 0.475354791452 0.504859402502
49.5 200 283 20.820804 0.475385202517 0.504838827403
49.6 200 284 20.878716 0.475416539537 0.5048187927
49.7 200 285 20.893391 0.475448789488 0.504799267287
49.8 200 285 21.103787 0.475481936697 0.504780206767
49.9 200 286 21.152652 0.475515974982 0.504761552979
50 200 286 21.06935 0.475550885566 0.504743239027
